Country,Region,Year,Life_expectancy,Schooling,Infant_deaths,Under_five_deaths,Adult_mortality,GDP_per_capita,Economy_status_Developed,Economy_status_Developing
Namibia,Africa,2005,50.9,6.0,39.4,70.6,497.9455,3681,0,1
Somalia,Africa,2007,53.0,2.1,103.0,170.1,334.038,250,0,1
Guatemala,Central America and Caribbean,2007,70.4,3.9,32.0,39.4,188.8115,3574,0,1
"Congo, Dem. Rep.",Africa,2011,57.4,5.6,81.3,109.9,277.445,418,0,1
New Zealand,Oceania,2001,78.7,11.6,5.9,7.2,82.092,31745,1,0
Pakistan,Asia,2009,65.0,4.5,71.5,89.1,172.1295,1246,0,1
Japan,Asia,2002,81.6,10.9,3.0,4.1,70.123,31416,1,0
Vietnam,Asia,2010,74.8,7.5,18.3,22.9,131.235,2016,0,1
Ethiopia,Africa,2008,59.6,2.2,59.8,91.6,293.293,391,0,1
Turkmenistan,Asia,2001,63.8,9.9,54.7,66.0,233.3245,2363,0,1
Senegal,Africa,2007,62.1,2.4,48.2,79.4,229.0005,1132,0,1
Bahrain,Middle East,2010,76.1,8.4,7.3,8.5,71.212,20982,0,1
Costa Rica,Central America and Caribbean,2002,77.7,8.0,10.1,12.1,97.533,7940,0,1
Comoros,Africa,2008,61.1,3.7,65.3,89.5,251.6725,1183,0,1
Japan,Asia,2012,83.1,12.0,2.2,3.0,58.395,33518,1,0
Zimbabwe,Africa,2002,43.5,6.9,50.7,92.6,719.3605,1559,0,1
Austria,European Union,2008,80.4,11.5,3.8,4.5,74.9395,44440,1,0
Mali,Africa,2007,53.6,1.8,83.3,145.4,291.4325,697,0,1
Romania,European Union,2015,74.9,10.9,7.7,9.2,128.603,8969,1,0
El Salvador,Central America and Caribbean,2004,69.9,5.8,22.4,26.6,211.067,3072,0,1
Eswatini,Africa,2011,48.1,5.9,51.5,73.4,483.806,3356,0,1
Israel,Middle East,2004,80.1,12.2,4.7,5.8,69.781,28151,1,0
Ghana,Africa,2001,57.2,6.2,62.1,95.7,300.102,1056,0,1
Papua New Guinea,Oceania,2010,62.0,4.0,44.9,57.9,234.9045,2235,0,1
St. Lucia,Central America and Caribbean,2005,74.1,7.5,16.0,18.4,159.182,9665,0,1
Haiti,Central America and Caribbean,2015,62.5,5.2,52.8,69.9,243.6235,1387,0,1
China,Asia,2008,73.8,7.0,14.8,18.5,97.3465,4712,0,1
Ecuador,South America,2003,73.6,7.1,21.5,25.4,152.0585,4441,0,1
South Africa,Africa,2002,54.3,8.5,47.9,74.3,487.278,5116,0,1
Mozambique,Africa,2009,51.7,3.1,72.7,107.3,388.763,463,0,1
"Bahamas, The",Central America and Caribbean,2010,72.1,10.9,13.3,15.6,167.804,32248,0,1
Kiribati,Oceania,2000,63.1,6.8,51.7,68.1,222.442,1554,0,1
North Macedonia,Rest of Europe,2012,74.9,9.3,9.0,10.1,101.497,4408,0,1
United Arab Emirates,Middle East,2003,75.0,8.7,8.9,10.3,89.586,57932,0,1
Equatorial Guinea,Africa,2002,53.8,5.4,101.7,147.1,331.213,8004,0,1
Denmark,European Union,2013,80.3,13.2,3.5,4.1,72.3825,51832,1,0
Haiti,Central America and Caribbean,2012,61.3,4.9,56.4,75.6,252.566,1329,0,1
Syrian Arab Republic,Middle East,2009,72.9,6.6,16.1,18.8,144.074,1629,0,1
Tunisia,Africa,2008,74.7,6.3,16.6,19.4,100.8905,3806,0,1
Italy,European Union,2003,80.0,8.9,4.1,4.8,70.0145,32897,1,0
Samoa,Oceania,2004,70.1,9.3,16.6,19.4,157.807,3678,0,1
Zambia,Africa,2009,54.1,6.5,52.9,83.6,412.802,1134,0,1
Vietnam,Asia,2006,74.3,6.6,19.4,24.4,135.3425,1651,0,1
Ecuador,South America,2009,74.9,7.9,17.0,19.9,135.975,5225,0,1
France,European Union,2008,81.2,10.7,3.2,4.4,86.635,36357,1,0
"Egypt, Arab Rep.",Africa,2002,69.0,5.1,33.5,41.5,173.8735,2665,0,1
Norway,Rest of Europe,2005,80.0,12.4,3.3,4.1,72.1705,73037,1,0
Vietnam,Asia,2004,73.9,6.2,20.4,25.6,136.4285,1462,0,1
St. Lucia,Central America and Caribbean,2010,74.9,8.4,17.3,19.7,145.0685,10151,0,1
Samoa,Oceania,2000,68.7,8.8,18.1,21.2,176.802,3059,0,1
Latvia,European Union,2005,71.4,12.1,8.6,10.5,221.1375,10528,1,0
Panama,Central America and Caribbean,2003,75.6,8.8,20.5,24.1,124.5355,7037,0,1
Botswana,Africa,2009,58.4,8.8,40.1,55.3,387.5165,5287,0,1
Malaysia,Asia,2012,74.9,10.1,6.8,8.0,126.1405,8889,0,1
Cabo Verde,Africa,2013,71.7,5.6,19.2,22.5,129.522,3070,0,1
Angola,Africa,2008,53.2,4.6,85.5,137.7,288.09,3048,0,1
New Zealand,Oceania,2014,81.4,12.2,4.7,5.7,68.0,38002,1,0
Netherlands,European Union,2014,81.7,12.1,3.5,4.1,58.8975,44522,1,0
Chad,Africa,2010,50.9,1.9,84.1,147.7,382.1715,724,0,1
Nigeria,Africa,2000,46.3,5.2,109.8,182.9,406.369,1451,0,1
Tajikistan,Asia,2014,69.9,10.6,33.4,38.4,135.904,945,0,1
Saudi Arabia,Middle East,2005,73.3,7.6,14.2,16.5,101.6475,18683,0,1
Sao Tome and Principe,Central America and Caribbean,2008,66.4,4.7,31.9,42.9,200.4685,1353,0,1
Colombia,South America,2009,75.2,7.3,16.2,18.9,149.414,4993,0,1
"Yemen, Rep.",Middle East,2003,62.4,1.6,60.0,81.2,248.7515,2447,0,1
Mauritania,Africa,2012,63.1,4.0,58.8,90.5,208.0,1454,0,1
Jamaica,Central America and Caribbean,2008,74.1,8.6,16.2,18.9,144.357,5240,0,1
Burkina Faso,Africa,2002,51.4,1.3,87.6,170.4,322.705,462,0,1
Honduras,Central America and Caribbean,2009,73.1,5.2,20.6,24.4,155.5755,2086,0,1
Belgium,European Union,2012,80.4,11.2,3.5,4.3,78.0865,39976,1,0
"Congo, Rep.",Africa,2010,60.1,6.1,43.0,62.0,308.065,2423,0,1
Panama,Central America and Caribbean,2001,75.2,8.6,21.4,25.4,124.62,6861,0,1
Malaysia,Asia,2000,72.6,8.6,8.7,10.2,135.1495,6393,0,1
Spain,European Union,2000,79.0,8.4,4.4,5.4,83.203,23938,1,0
Guinea,Africa,2002,51.5,1.5,92.7,150.9,340.4565,657,0,1
Grenada,Central America and Caribbean,2014,72.5,8.6,14.0,16.0,142.566,8601,0,1
Niger,Africa,2005,53.4,1.3,78.5,170.2,281.6355,411,0,1
Benin,Africa,2011,59.6,2.8,68.3,106.7,253.2105,990,0,1
New Zealand,Oceania,2010,80.7,12.0,5.1,6.1,69.92,35394,1,0
Jamaica,Central America and Caribbean,2010,74.0,8.9,15.4,18.0,139.9575,4889,0,1
Mexico,North America,2003,75.1,7.1,21.0,24.9,125.2595,8587,0,1
Cote d'Ivoire,Africa,2015,56.1,5.0,65.7,90.8,396.458,1973,0,1
Lao PDR,Asia,2012,65.3,5.0,47.6,61.9,207.3365,1795,0,1
Romania,European Union,2000,71.2,9.9,18.1,21.6,180.5335,4549,1,0
Denmark,European Union,2011,79.8,12.7,3.4,4.1,78.101,51644,1,0
Kiribati,Oceania,2010,65.8,7.9,49.3,64.4,207.2785,1366,0,1
Poland,European Union,2012,76.7,11.7,4.7,5.4,124.316,11520,1,0
St. Vincent and the Grenadines,Central America and Caribbean,2013,71.9,8.6,16.2,18.0,156.9805,6965,0,1
Burundi,Africa,2004,52.5,2.2,82.3,131.9,349.848,303,0,1
Angola,Africa,2004,49.3,4.4,105.7,175.1,329.306,2168,0,1
Kyrgyz Republic,Asia,2003,68.3,10.0,37.1,43.1,223.222,786,0,1
Colombia,South America,2001,73.2,6.5,20.6,24.3,167.909,3966,0,1
Benin,Africa,2010,59.3,2.8,69.6,109.0,255.2535,989,0,1
Cote d'Ivoire,Africa,2005,50.1,3.7,85.2,125.6,445.889,1565,0,1
Myanmar,Asia,2003,61.0,3.4,60.7,82.3,231.354,427,0,1
Denmark,European Union,2008,78.4,12.9,3.7,4.4,87.314,53345,1,0
Lebanon,Middle East,2011,78.5,8.0,8.3,9.7,65.846,8754,0,1
Israel,Middle East,2010,81.6,12.6,3.7,4.6,60.016,32505,1,0
Indonesia,Asia,2013,70.2,7.8,25.0,30.0,179.2695,3104,0,1
Angola,Africa,2010,55.4,4.7,75.9,120.4,270.221,2994,0,1
Tunisia,Africa,2007,74.6,6.1,17.2,20.2,102.159,3691,0,1
Algeria,Africa,2000,70.6,5.9,33.9,39.7,140.486,3111,0,1
Rwanda,Africa,2010,63.4,3.8,44.0,63.8,246.635,599,0,1
Indonesia,Asia,2001,66.0,6.9,39.4,49.8,191.422,1909,0,1
Australia,Oceania,2000,79.2,11.9,5.1,6.2,77.0385,45559,1,0
Iraq,Middle East,2002,68.8,5.4,34.3,42.6,168.139,3819,0,1
Oman,Middle East,2010,75.7,7.9,10.1,11.7,98.615,20640,0,1
Paraguay,South America,2000,70.5,5.9,27.9,33.9,169.386,3904,0,1
Qatar,Middle East,2006,78.4,9.2,8.7,10.1,62.478,61522,0,1
Madagascar,Africa,2014,65.1,6.1,42.3,60.8,223.12,465,0,1
Comoros,Africa,2010,61.9,4.2,62.2,84.6,243.253,1208,0,1
Belize,Central America and Caribbean,2002,69.3,10.2,18.9,22.2,196.5,4448,0,1
Australia,Oceania,2014,82.3,12.7,3.4,4.0,60.8255,56306,1,0
Pakistan,Asia,2012,65.8,4.8,67.0,82.8,163.241,1262,0,1
Grenada,Central America and Caribbean,2009,73.0,8.2,12.8,14.9,154.56,8133,0,1
Kenya,Africa,2000,50.9,5.3,59.9,98.5,480.3625,1146,0,1
Montenegro,Rest of Europe,2005,74.0,10.5,9.2,10.5,130.9385,5013,0,1
Burkina Faso,Africa,2015,59.9,1.4,59.6,100.9,257.958,653,0,1
Cuba,Central America and Caribbean,2003,77.3,9.8,6.3,7.9,106.028,4419,0,1
Liberia,Africa,2007,57.4,3.9,80.8,114.0,281.605,609,0,1
Ecuador,South America,2015,76.1,8.4,13.2,15.4,123.906,6124,0,1
Australia,Oceania,2008,81.4,12.3,4.4,5.2,64.318,53339,1,0
Ecuador,South America,2000,72.8,7.0,24.7,29.5,158.027,4209,0,1
Norway,Rest of Europe,2012,81.5,12.6,2.5,3.0,59.097,73179,1,0
India,Asia,2011,67.1,5.4,43.0,55.0,188.4325,1293,0,1
Tanzania,Africa,2000,50.8,4.2,78.9,129.7,449.9005,568,0,1
Morocco,Africa,2003,70.4,3.7,39.0,45.9,131.523,1995,0,1
Mexico,North America,2011,75.0,8.4,15.9,18.5,116.3525,9076,0,1
United Kingdom,Rest of Europe,2007,79.4,12.6,4.9,5.8,78.7825,44576,1,0
Colombia,South America,2007,74.7,7.2,17.2,20.2,152.8845,4890,0,1
Guyana,South America,2009,67.8,8.0,31.1,38.2,218.0415,4682,0,1
Ireland,European Union,2008,80.1,12.0,3.8,4.4,73.6315,48314,1,0
Samoa,Oceania,2001,69.1,8.9,17.6,20.6,172.201,3268,0,1
Turkmenistan,Asia,2004,64.7,9.9,46.7,55.2,222.887,2492,0,1
Jamaica,Central America and Caribbean,2004,74.1,8.0,17.3,20.3,158.488,5121,0,1
Mexico,North America,2014,74.9,8.4,14.4,16.8,112.2355,9426,0,1
Thailand,Asia,2003,71.4,6.7,16.2,18.9,189.8,4038,0,1
Mozambique,Africa,2008,51.3,3.1,75.6,112.9,395.4425,448,0,1
"Venezuela, RB",South America,2001,72.3,6.4,17.8,20.9,159.105,4987,0,1
Saudi Arabia,Middle East,2011,74.1,9.1,9.9,11.5,92.9715,19813,0,1
Latvia,European Union,2000,70.3,9.5,11.5,14.2,225.812,6727,1,0
Timor-Leste,Oceania,2015,68.5,4.5,42.8,50.2,149.7365,1333,0,1
Myanmar,Asia,2012,64.5,4.5,45.4,58.6,201.0735,1017,0,1
Czechia,European Union,2006,76.5,12.1,3.4,4.1,106.5445,15949,1,0
Iceland,Rest of Europe,2002,80.5,9.7,2.9,3.7,68.5245,43143,1,0
Australia,Oceania,2007,81.3,12.0,4.5,5.4,66.424,52539,1,0
Chad,Africa,2001,47.8,1.4,98.2,180.5,410.016,403,0,1
Tunisia,Africa,2012,75.4,6.8,15.2,17.7,95.818,3959,0,1
Suriname,South America,2009,70.2,7.7,21.1,23.7,182.2965,8600,0,1
Nicaragua,Central America and Caribbean,2002,70.3,5.2,28.5,34.6,190.565,1456,0,1
Fiji,Oceania,2015,67.1,10.8,20.6,24.4,185.858,5391,0,1
Moldova,Rest of Europe,2003,67.5,9.8,19.8,23.3,234.529,1644,0,1
Italy,European Union,2010,82.0,9.7,3.4,4.0,56.6155,32058,1,0
Germany,European Union,2013,80.5,14.0,3.3,4.0,73.2135,40135,1,0
Bahrain,Middle East,2014,76.6,9.1,6.6,7.7,67.602,22677,0,1
Seychelles,Africa,2000,72.8,7.4,11.8,13.8,181.553,11178,0,1
Uruguay,South America,2003,75.4,8.0,13.7,15.7,119.9385,9008,0,1
Greece,European Union,2000,77.9,8.6,5.6,6.4,82.159,18643,1,0
Bosnia and Herzegovina,Rest of Europe,2014,76.7,9.2,5.5,6.4,97.4955,4518,0,1
Canada,North America,2000,79.1,11.0,5.3,6.2,80.9805,34122,1,0
Nepal,Asia,2009,67.2,3.2,38.3,48.3,181.972,700,0,1
Mali,Africa,2015,57.5,2.3,66.8,108.3,267.5905,751,0,1
Vanuatu,Oceania,2002,67.8,6.5,23.6,28.1,172.45,2478,0,1
Djibouti,Africa,2014,63.2,4.1,56.2,68.0,253.97,2509,0,1
North Macedonia,Rest of Europe,2006,73.9,8.4,11.5,13.0,114.3515,3780,0,1
Rwanda,Africa,2003,52.2,2.6,81.4,133.5,395.725,401,0,1
Timor-Leste,Oceania,2004,62.9,3.1,69.3,86.0,219.4205,913,0,1
North Macedonia,Rest of Europe,2004,73.6,7.8,12.7,14.3,117.1545,3446,0,1
"Iran, Islamic Rep.",Middle East,2006,72.3,9.1,20.9,24.7,132.7085,4959,0,1
"Congo, Dem. Rep.",Africa,2014,58.8,6.2,75.0,99.2,264.131,481,0,1
Uzbekistan,Asia,2012,70.2,11.1,21.7,24.4,147.7405,2355,0,1
Zambia,Africa,2007,51.1,6.4,56.7,93.2,472.6675,1018,0,1
Senegal,Africa,2004,59.9,2.4,56.1,99.1,242.16,1115,0,1
Finland,European Union,2003,78.4,9.6,3.3,4.0,96.4225,40044,1,0
Gabon,Africa,2000,58.3,6.2,53.3,82.9,315.436,7888,0,1
Burundi,Africa,2003,51.7,2.1,85.7,138.1,353.027,298,0,1
Singapore,Asia,2012,82.0,11.3,2.2,2.8,55.2565,51680,0,1
Mali,Africa,2006,52.8,1.7,85.7,150.8,296.9175,697,0,1
Lesotho,Africa,2003,43.8,5.1,72.2,112.7,629.815,785,0,1
Samoa,Oceania,2015,72.7,10.3,15.9,18.6,111.949,4074,0,1
"Micronesia, Fed. Sts.",Oceania,2007,65.9,6.5,28.4,34.5,173.9905,3013,0,1
Morocco,Africa,2012,75.0,4.6,23.9,27.8,74.6045,2673,0,1
Qatar,Middle East,2008,78.8,9.7,8.2,9.6,60.537,60799,0,1
Poland,European Union,2006,75.1,11.7,6.3,7.3,142.4465,9101,1,0
Cuba,Central America and Caribbean,2000,76.7,9.6,7.0,8.8,111.3225,4106,0,1
"Venezuela, RB",South America,2006,72.9,7.6,15.4,17.9,152.597,6833,0,1
Trinidad and Tobago,Central America and Caribbean,2012,72.4,10.8,18.9,21.2,172.479,18151,0,1
Syrian Arab Republic,Middle East,2007,74.2,6.5,16.3,19.1,113.8705,1571,0,1
"Venezuela, RB",South America,2005,72.9,7.4,15.8,18.5,153.859,5505,0,1
Uzbekistan,Asia,2008,69.2,10.3,29.8,34.0,168.016,1918,0,1
Qatar,Middle East,2000,77.5,7.9,10.7,12.5,71.201,56865,0,1
Paraguay,South America,2010,72.7,7.7,22.0,26.2,151.414,4767,0,1
Sao Tome and Principe,Central America and Caribbean,2007,65.9,4.6,34.2,46.7,201.709,1287,0,1
Haiti,Central America and Caribbean,2001,57.4,3.9,72.3,100.5,304.78,1289,0,1
Namibia,Africa,2008,53.8,6.1,37.5,55.1,470.9335,4044,0,1
Cote d'Ivoire,Africa,2014,55.5,4.4,67.3,93.6,402.0515,1887,0,1
Ecuador,South America,2012,75.5,8.1,14.9,17.3,129.413,5885,0,1
Turkiye,Middle East,2010,74.5,6.7,15.5,18.1,116.1485,8492,0,1
Maldives,Asia,2004,73.0,3.4,21.4,26.9,102.2275,7788,0,1
Qatar,Middle East,2003,77.9,8.2,9.6,11.2,66.915,57076,0,1
Portugal,European Union,2003,77.2,7.2,4.3,5.5,103.6955,18819,1,0
Sri Lanka,Asia,2015,76.3,10.9,7.5,8.7,109.1795,3844,0,1
Ecuador,South America,2014,75.9,8.5,13.7,15.9,125.742,6218,0,1
Jamaica,Central America and Caribbean,2001,74.1,7.5,18.4,21.6,167.429,4870,0,1
Armenia,Rest of Europe,2008,72.9,11.0,18.1,20.3,142.5365,3335,0,1
Trinidad and Tobago,Central America and Caribbean,2002,69.9,9.4,24.3,27.4,190.037,11901,0,1
Malta,European Union,2002,78.7,8.3,6.5,7.3,61.9155,17165,1,0
"Iran, Islamic Rep.",Middle East,2001,70.6,6.4,28.2,34.2,147.7055,3967,0,1
Bahrain,Middle East,2009,75.9,8.4,7.6,8.9,72.0995,21057,0,1
Burkina Faso,Africa,2003,52.0,1.3,85.5,165.3,317.0825,484,0,1
Ethiopia,Africa,2015,65.0,2.6,43.2,62.4,224.423,641,0,1
Latvia,European Union,2011,73.6,12.6,6.1,7.2,171.138,11451,1,0
France,European Union,2015,82.3,11.5,3.2,4.2,75.4835,36653,1,0
Peru,South America,2002,71.9,8.3,25.2,32.7,148.5315,3422,0,1
Honduras,Central America and Caribbean,2005,72.0,4.7,24.4,29.2,162.3465,1981,0,1
Georgia,Rest of Europe,2008,70.9,12.2,15.4,17.2,177.359,2980,0,1
Bolivia,South America,2013,69.5,8.4,28.0,34.9,190.0095,2831,0,1
Burkina Faso,Africa,2008,55.6,1.3,72.7,132.9,290.0395,554,0,1
Panama,Central America and Caribbean,2000,75.1,8.5,21.9,26.0,124.869,6955,0,1
Indonesia,Asia,2007,68.1,7.1,31.2,38.3,188.414,2403,0,1
Turkmenistan,Asia,2009,66.4,9.9,38.0,44.1,204.097,3968,0,1
Kuwait,Middle East,2000,73.1,6.2,10.7,12.4,89.1345,29952,0,1
Switzerland,Rest of Europe,2004,81.1,11.9,4.4,5.2,67.614,75113,1,0
Lebanon,Middle East,2003,76.0,7.5,14.1,16.4,88.761,6517,0,1
Poland,European Union,2005,75.0,11.6,6.5,7.6,142.2435,8569,1,0
"Gambia, The",Africa,2013,60.4,3.2,42.0,65.0,267.2355,684,0,1
Sweden,European Union,2008,81.1,12.2,2.6,3.2,61.6405,48544,1,0
Malaysia,Asia,2015,75.5,10.2,6.9,8.1,121.723,9955,0,1
"Micronesia, Fed. Sts.",Oceania,2008,66.1,6.7,28.2,34.2,172.9955,2966,0,1
Barbados,Central America and Caribbean,2000,77.2,9.0,13.7,15.1,127.413,16277,0,1
Turkiye,Middle East,2003,71.6,5.8,25.3,30.4,133.9695,6644,0,1
Panama,Central America and Caribbean,2006,76.1,9.1,19.0,22.3,125.0305,8338,0,1
Haiti,Central America and Caribbean,2003,58.0,4.1,68.4,94.4,298.3365,1304,0,1
Cuba,Central America and Caribbean,2007,78.0,10.4,5.5,6.9,97.3705,6236,0,1
Kuwait,Middle East,2006,73.7,6.2,9.7,11.2,80.1065,40977,0,1
Bulgaria,European Union,2007,72.7,10.5,9.9,11.8,151.67,6045,1,0
Kazakhstan,Asia,2001,65.8,10.7,34.6,39.9,287.784,5055,0,1
Tonga,Oceania,2015,70.5,11.2,10.7,12.4,134.0135,4336,0,1
Georgia,Rest of Europe,2001,70.1,11.8,29.9,34.1,170.2485,1668,0,1
Guatemala,Central America and Caribbean,2006,70.1,3.7,33.1,41.0,191.1225,3428,0,1
Uganda,Africa,2010,57.1,5.7,49.5,76.3,355.2225,768,0,1
Bahrain,Middle East,2004,75.2,8.4,9.4,11.0,79.765,22423,0,1
Belize,Central America and Caribbean,2008,71.1,10.4,17.0,19.9,181.698,4835,0,1
Vanuatu,Oceania,2009,69.0,6.6,24.2,29.0,147.545,2893,0,1
China,Asia,2006,73.3,6.9,17.7,21.9,101.037,3801,0,1
Morocco,Africa,2005,71.7,3.9,35.5,41.5,113.494,2109,0,1
Paraguay,South America,2007,72.1,7.1,23.9,28.5,156.985,4208,0,1
Belize,Central America and Caribbean,2009,71.5,10.4,16.6,19.4,181.641,4729,0,1
Zimbabwe,Africa,2005,43.2,6.8,51.7,93.1,670.279,1137,0,1
Ethiopia,Africa,2000,51.9,1.5,87.2,140.7,387.2035,262,0,1
Austria,European Union,2011,81.0,11.8,3.5,4.2,71.8545,44451,1,0
Sierra Leone,Africa,2011,50.2,3.1,103.8,153.8,417.623,557,0,1
South Africa,Africa,2015,62.6,10.1,28.6,36.3,351.3925,6260,0,1
Tunisia,Africa,2015,75.9,7.0,14.8,17.2,91.343,4095,0,1
Latvia,European Union,2006,70.9,12.2,8.1,9.8,231.0145,11896,1,0
Georgia,Rest of Europe,2004,70.5,12.0,23.2,26.2,173.648,2112,0,1
Paraguay,South America,2011,72.9,7.8,21.4,25.4,149.557,4904,0,1
Turkmenistan,Asia,2013,67.4,9.8,36.3,41.9,192.682,5679,0,1
Guyana,South America,2007,67.2,8.0,32.2,39.7,220.828,4443,0,1
Oman,Middle East,2007,74.9,7.3,10.5,12.2,104.9,20230,0,1
Luxembourg,European Union,2012,81.4,11.8,2.3,2.8,68.2955,104488,1,0
Uganda,Africa,2004,50.6,4.4,70.0,115.1,463.672,593,0,1
United States,North America,2004,77.5,12.8,6.8,8.1,111.0145,51485,1,0
Syrian Arab Republic,Middle East,2013,70.0,6.3,26.8,45.3,185.622,1037,0,1
St. Vincent and the Grenadines,Central America and Caribbean,2001,70.9,7.6,19.1,22.0,182.7705,5427,0,1
Sierra Leone,Africa,2004,43.5,2.6,127.2,202.0,483.779,469,0,1
Maldives,Asia,2005,73.6,3.5,18.3,21.5,94.5185,6589,0,1
Netherlands,European Union,2007,80.1,12.0,4.1,4.9,67.8925,45139,1,0
New Zealand,Oceania,2003,79.1,11.6,5.7,6.9,81.649,33475,1,0
Equatorial Guinea,Africa,2005,54.4,5.4,93.2,133.5,334.6205,12908,0,1
"Iran, Islamic Rep.",Middle East,2005,71.9,7.0,22.2,26.4,135.4835,4777,0,1
Papua New Guinea,Oceania,2013,62.9,4.3,42.1,53.8,229.028,2305,0,1
Benin,Africa,2006,57.8,2.8,75.0,118.8,266.0545,953,0,1
Guatemala,Central America and Caribbean,2004,69.4,3.6,35.6,44.4,195.7445,3282,0,1
Somalia,Africa,2002,51.5,2.1,104.4,172.7,350.5325,192,0,1
Sri Lanka,Asia,2013,76.0,10.9,8.4,9.8,113.3855,3553,0,1
Algeria,Africa,2010,74.9,7.1,23.6,27.4,104.1335,3918,0,1
Turkmenistan,Asia,2000,63.6,9.9,57.5,69.7,235.697,2288,0,1
Chile,South America,2010,78.8,9.8,7.4,8.7,95.6955,11733,0,1
Suriname,South America,2004,68.6,7.7,24.2,27.3,202.3775,7310,0,1
Portugal,European Union,2009,78.7,7.9,3.1,3.9,87.823,19343,1,0
Austria,European Union,2007,80.2,11.6,3.8,4.6,78.0555,43938,1,0
Bahrain,Middle East,2008,75.8,8.4,8.0,9.3,72.9865,21833,0,1
Madagascar,Africa,2007,62.1,5.8,52.0,77.9,258.5945,495,0,1
Brunei Darussalam,Asia,2004,73.8,8.4,7.7,9.6,97.9225,34850,0,1
Montenegro,Rest of Europe,2003,73.3,10.3,10.6,12.2,135.7445,4623,0,1
Brazil,South America,2006,72.3,6.4,20.7,23.2,165.1395,7561,0,1
Zimbabwe,Africa,2007,44.9,7.0,54.6,95.7,637.558,1042,0,1
Mauritania,Africa,2009,62.3,3.7,62.5,98.4,214.0,1422,0,1
El Salvador,Central America and Caribbean,2005,70.1,6.0,21.2,25.1,208.5415,3140,0,1
United Arab Emirates,Middle East,2007,75.8,9.4,8.1,9.4,78.2,45389,0,1
Chad,Africa,2013,52.4,2.1,78.9,135.9,368.599,754,0,1
Tajikistan,Asia,2011,69.1,10.8,35.8,41.4,140.997,823,0,1
Indonesia,Asia,2005,67.3,7.4,33.6,41.7,189.8835,2199,0,1
Finland,European Union,2008,79.6,12.2,2.7,3.3,92.96,46359,1,0
Tunisia,Africa,2004,74.0,5.6,19.7,23.2,105.5215,3265,0,1
Chile,South America,2008,78.3,9.9,7.6,8.9,97.824,11447,0,1
Israel,Middle East,2006,80.6,12.1,4.3,5.3,67.264,29940,1,0
Mexico,North America,2000,74.3,6.7,23.8,28.4,129.6625,8862,0,1
Fiji,Oceania,2014,67.0,10.5,20.3,23.9,187.7,5172,0,1
Qatar,Middle East,2011,79.3,8.7,7.6,8.9,59.151,65129,0,1
Zimbabwe,Africa,2010,50.6,7.3,52.1,86.4,509.088,1110,0,1
United States,North America,2005,77.5,12.8,6.7,8.0,111.738,52790,1,0
Sierra Leone,Africa,2003,42.4,2.5,130.2,208.1,495.8585,460,0,1
Romania,European Union,2013,75.1,10.9,8.9,10.6,133.321,8338,1,0
Togo,Africa,2010,57.5,4.3,58.3,89.0,300.397,483,0,1
Austria,European Union,2010,80.6,11.8,3.6,4.3,74.502,43335,1,0
Switzerland,Rest of Europe,2013,82.8,13.4,3.8,4.4,52.8665,83345,1,0
Chile,South America,2007,78.1,9.4,7.6,8.9,98.8885,11148,0,1
Liberia,Africa,2011,60.1,4.2,69.9,96.7,262.7215,680,0,1
Jordan,Middle East,2008,73.1,9.8,18.1,21.3,118.1005,4787,0,1
Czechia,European Union,2007,76.7,12.2,3.2,3.9,105.2965,16739,1,0
Brunei Darussalam,Asia,2003,73.6,8.4,7.8,9.7,99.9145,35278,0,1
"Congo, Dem. Rep.",Africa,2010,56.9,5.4,83.5,113.8,282.542,404,0,1
Mauritius,Africa,2006,72.4,7.4,13.2,15.5,159.331,6593,0,1
"Venezuela, RB",South America,2013,72.9,9.9,15.1,17.6,144.6035,12458,0,1
"Egypt, Arab Rep.",Africa,2013,70.9,6.9,21.3,25.3,153.433,3468,0,1
Colombia,South America,2002,73.5,6.5,19.9,23.5,165.1785,4003,0,1
Botswana,Africa,2003,50.5,8.0,43.1,76.1,558.1195,4817,0,1
El Salvador,Central America and Caribbean,2009,71.0,6.5,17.4,20.4,198.1225,3280,0,1
"Venezuela, RB",South America,2015,72.6,10.1,16.4,19.1,141.554,17318,0,1
"Yemen, Rep.",Middle East,2012,65.9,3.0,45.4,58.8,228.8195,2302,0,1
Tunisia,Africa,2005,74.2,5.8,18.8,22.0,104.4005,3351,0,1
Czechia,European Union,2000,75.0,10.6,4.5,5.5,124.38,12312,1,0
Turkiye,Middle East,2002,71.1,5.7,27.1,32.7,136.6645,6373,0,1
Guyana,South America,2010,68.1,8.1,30.6,37.4,216.6485,4847,0,1
Haiti,Central America and Caribbean,2002,57.7,4.0,70.3,97.3,303.7545,1281,0,1
Angola,Africa,2009,54.3,4.7,80.6,128.7,279.156,2962,0,1
Tunisia,Africa,2003,73.8,5.4,20.8,24.6,106.6425,3097,0,1
Guinea-Bissau,Africa,2002,51.1,2.3,99.1,162.8,304.0195,560,0,1
Haiti,Central America and Caribbean,2007,59.4,4.5,62.5,85.2,276.665,1325,0,1
St. Lucia,Central America and Caribbean,2001,73.5,7.1,15.6,18.3,174.9465,8927,0,1
Slovak Republic,European Union,2013,76.4,12.2,5.3,6.5,111.094,15149,1,0
Trinidad and Tobago,Central America and Caribbean,2008,71.5,10.7,21.2,23.8,181.7705,18604,0,1
